-0.019413546	0.04228296	0.011062247	0.015180607	-0.0060228216	-0.015701696	0.05404936	9.561879e-05	-0.03598595	0.0066477545	-0.031372696	0.0020986835	0.0020336013	-0.01748949	0.020538185	0.009949182	-0.033954084	0.015270281	0.017820507	-0.056714144	0.009756022	0.0035235006	0.045954123	-0.048162274	-0.0055208253
-0.020843048	-0.01621622	-0.022014864	-0.06295752	0.03165135	-0.03950355	0.076088406	-0.013832216	-0.021754699	-0.06954498	0.03803379	-0.0034193406	-0.10415332	-0.1036577	0.017760022	-0.0064162626	0.051418643	0.015006374	0.01217459	-0.045362353	-0.016374772	-0.029310146	0.030006614	0.0017390016	-0.06007892
0.011247374	0.009417433	-0.052985024	-0.03911128	-0.010296695	-0.03442548	0.04639846	0.051963482	0.016753323	-0.09254938	0.05752385	0.026546106	-0.049245235	-0.001842599	-0.03613564	0.010955837	0.0069983876	0.025851795	0.06877851	-0.08466424	-0.035911206	-0.03827577	0.0032350505	0.014162509	-0.03174158
-0.09686869	0.063980535	0.074190035	0.10204528	0.0064846724	0.06132954	-0.058205564	-0.070632584	-0.059697498	0.013055643	-0.03423176	-0.031327005	0.016930027	0.039303456	0.033404104	0.06716823	-0.010152954	-0.06836208	-0.048353516	-0.00023433052	0.057728775	0.029245932	0.049930654	-0.0063070417	0.05825327
-0.09989601	0.024952555	0.0035521956	0.026991984	0.06516967	0.035759345	-0.008790854	-0.05457606	-0.10279412	-0.030825362	-0.06413642	-0.08479598	0.0017442962	-0.07766898	0.08302236	0.08078082	-0.03681306	-0.044496536	-0.028992672	0.053267285	0.01379775	0.05871683	0.0010687405	-0.07409665	0.016257318
0.00965844	-0.043022722	-0.031815555	-0.015628522	-0.018442871	-0.018493805	0.042061858	-0.00046977148	-0.017743718	-0.037033428	-0.013168339	-0.005649196	-0.043514345	-0.034450177	-0.031618398	0.043960847	0.036498625	-0.006585267	-0.0064709475	0.013972456	0.02289318	-0.010610192	-0.03740523	-0.035327576	-0.010241849
-0.06817581	0.00956978	0.03202452	-0.01580878	-0.0011139127	-0.020333845	0.008088224	-0.05497195	-0.057775587	-0.014998727	-0.00061275926	0.008106852	-0.013445163	-0.07491475	0.039572943	0.02528365	-0.028014975	-0.0565786	0.04140367	-0.061530378	0.049349956	-0.020852925	0.010170149	0.003792263	0.022367757
-0.02134312	0.01861048	-0.036790326	-0.03120602	-0.0083013205	-0.016387407	0.0342642	0.024671303	0.07609974	-0.035364408	0.071610734	0.025493747	0.016290892	0.012498384	-0.06382286	-0.050793227	0.018991845	0.021859087	0.036273643	-0.026706828	-0.05939978	-0.0063294386	-0.043799035	0.05087928	-0.052613672
-0.009589234	-0.103970945	0.043395072	0.020357572	0.026463466	0.045641292	0.000309787	0.010563965	0.019905996	0.007162227	0.014777765	0.048384823	-0.026872758	-0.011999879	-0.02097	-0.032491002	0.043702442	0.022844214	-0.018436447	0.005149858	0.034012176	-0.028276809	0.024809293	0.03910623	-0.0077683004
0.040144857	0.042970553	0.0018974366	-0.053119704	-0.03248298	-0.026441071	-0.014851368	-0.04073187	0.003531978	0.010671415	-0.022136718	0.06297299	-0.05443881	-0.07538497	0.003985928	-0.008058723	0.0378234	-0.013073108	-0.014936592	0.007300421	-0.0027979088	0.011322731	0.036197696	-0.057875432	-0.02505266
-0.003196592	0.04407169	-0.013018682	-0.006803213	-0.02926786	-0.015247618	-0.017758047	-0.016280442	0.043815393	-0.017014798	-0.007847558	0.017546222	0.0013572145	-0.030919159	0.03546957	0.04379905	-0.0024475409	0.029049462	0.04711728	0.0041447952	0.020701401	-0.029208742	0.052174885	0.04110708	0.022696808
0.006222371	0.022640355	-0.031041725	0.024520021	0.0010888815	0.01984103	0.00097002153	0.019976564	0.045210093	-0.010715783	0.0029331027	0.0659544	-0.033415854	-0.034564577	0.013830154	-0.043480862	-0.015067991	0.025892304	0.049074445	-0.071823515	0.0051053716	0.008750943	0.014902908	-0.01589422	-0.026071964
-0.05029236	-0.0123804435	-0.022440227	-0.017196015	0.012798736	-0.025074536	-0.024077902	0.03413255	0.0041696234	-0.029889228	0.014487483	0.03140455	-0.040591903	0.03533017	0.047474332	0.048504706	-0.04083341	-0.045127314	0.02676542	-0.0108285025	-0.021386297	-0.017090589	-0.0044886544	0.006916158	-0.07623488
0.032373857	-0.07769117	-0.014304932	-0.005570515	-0.08835502	-0.021509003	0.0055488003	0.04492397	-0.022638358	-0.025588222	0.028251404	0.034674436	-0.016936872	0.04936493	0.028026529	-0.04680653	0.034049362	0.006271504	0.0073902705	-0.036367178	-0.06069786	-0.057788413	-0.029695917	0.036790684	0.013019448
-0.06022455	0.06688195	-0.008720173	-0.03551887	0.057883646	0.04971847	0.04539814	-0.058746193	-0.031957034	-0.014950723	-0.027816586	0.020957163	0.038519103	0.009603664	-0.0136476895	0.007826008	-0.02187244	-0.0053928285	-0.019254804	0.0008434688	0.008394678	-0.0023506803	-0.012237806	-0.0052861525	-0.026062315
-0.07812635	0.005008642	-0.017236492	0.0074894624	-0.00253064	0.012236382	0.065238155	-0.101874776	-0.074490696	0.04942926	-0.025467299	-0.05200068	0.008664614	-0.08740027	0.0635982	0.017700931	-0.0021575592	-0.041534398	-0.011243861	-0.03716209	0.04490205	-0.024144484	0.05424897	0.0022342035	0.06179037
-0.03424657	-0.049175553	-0.03939856	0.025900487	-0.06525898	0.007808596	0.08245038	0.02711966	-0.001678058	-0.08623721	0.02431707	0.02301796	0.011248148	0.019095512	-0.03483329	-0.044867504	0.01258834	-0.028461574	0.036770865	-0.0069058705	-0.008916091	-0.038463015	-0.049031585	0.061299358	0.05451052
